"","region","time_period","strategy_id","difference_variable","difference_value","variable","value"
"574","mexico",7,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"575","mexico",8,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"576","mexico",9,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"577","brazil",0,3023,"emission_co2e_subsector_total_*",-5.6843418860808e-14,"change_in_emissions",-5.6843418860808e-14
"578","chile",0,3023,"emission_co2e_subsector_total_*",-9.69890834312537e-13,"change_in_emissions",-9.69890834312537e-13
"579","ecuador",0,3023,"emission_co2e_subsector_total_*",0,"change_in_emissions",0
"580","mexico",0,3023,"emission_co2e_subsector_total_*",-5.6843418860808e-14,"change_in_emissions",-5.6843418860808e-14
"581","brazil",1,3023,"emission_co2e_subsector_total_*",-8.5265128291212e-14,"change_in_emissions",-8.5265128291212e-14
"582","chile",1,3023,"emission_co2e_subsector_total_*",-2.52242671194836e-13,"change_in_emissions",-2.52242671194836e-13
"583","ecuador",1,3023,"emission_co2e_subsector_total_*",2.8421709430404e-14,"change_in_emissions",2.8421709430404e-14
"584","mexico",1,3023,"emission_co2e_subsector_total_*",-5.11590769747272e-13,"change_in_emissions",-5.11590769747272e-13
"585","brazil",2,3023,"emission_co2e_subsector_total_*",-1.31450406115619e-13,"change_in_emissions",-1.31450406115619e-13
"586","chile",2,3023,"emission_co2e_subsector_total_*",7.8159700933611e-14,"change_in_emissions",7.8159700933611e-14
"587","ecuador",2,3023,"emission_co2e_subsector_total_*",-2.48689957516035e-14,"change_in_emissions",-2.48689957516035e-14
"588","mexico",2,3023,"emission_co2e_subsector_total_*",3.97903932025656e-13,"change_in_emissions",3.97903932025656e-13
"589","brazil",3,3023,"emission_co2e_subsector_total_*",-3.12638803734444e-13,"change_in_emissions",-3.12638803734444e-13
"590","chile",3,3023,"emission_co2e_subsector_total_*",-3.83693077310454e-13,"change_in_emissions",-3.83693077310454e-13
"591","ecuador",3,3023,"emission_co2e_subsector_total_*",-3.5527136788005e-14,"change_in_emissions",-3.5527136788005e-14
"592","mexico",3,3023,"emission_co2e_subsector_total_*",3.12638803734444e-13,"change_in_emissions",3.12638803734444e-13
"593","brazil",4,3023,"emission_co2e_subsector_total_*",8.5265128291212e-14,"change_in_emissions",8.5265128291212e-14
"594","chile",4,3023,"emission_co2e_subsector_total_*",-2.1316282072803e-14,"change_in_emissions",-2.1316282072803e-14
"595","ecuador",4,3023,"emission_co2e_subsector_total_*",-4.9737991503207e-14,"change_in_emissions",-4.9737991503207e-14
"596","mexico",4,3023,"emission_co2e_subsector_total_*",1.70530256582424e-13,"change_in_emissions",1.70530256582424e-13
"597","brazil",5,3023,"emission_co2e_subsector_total_*",-6.82121026329696e-13,"change_in_emissions",-6.82121026329696e-13
"598","chile",5,3023,"emission_co2e_subsector_total_*",2.1316282072803e-14,"change_in_emissions",2.1316282072803e-14
"599","ecuador",5,3023,"emission_co2e_subsector_total_*",-2.48689957516035e-14,"change_in_emissions",-2.48689957516035e-14
"600","mexico",5,3023,"emission_co2e_subsector_total_*",-2.8421709430404e-13,"change_in_emissions",-2.8421709430404e-13
"601","brazil",6,3023,"emission_co2e_subsector_total_*",0,"change_in_emissions",0
"602","chile",6,3023,"emission_co2e_subsector_total_*",3.19744231092045e-14,"change_in_emissions",3.19744231092045e-14
"603","ecuador",6,3023,"emission_co2e_subsector_total_*",-3.5527136788005e-15,"change_in_emissions",-3.5527136788005e-15
"604","mexico",6,3023,"emission_co2e_subsector_total_*",-1.13686837721616e-13,"change_in_emissions",-1.13686837721616e-13
"605","brazil",7,3023,"emission_co2e_subsector_total_*",3.26849658449646e-13,"change_in_emissions",3.26849658449646e-13
"606","chile",7,3023,"emission_co2e_subsector_total_*",-9.9120711638534e-13,"change_in_emissions",-9.9120711638534e-13
"607","ecuador",7,3023,"emission_co2e_subsector_total_*",1.77635683940025e-14,"change_in_emissions",1.77635683940025e-14
"608","mexico",7,3023,"emission_co2e_subsector_total_*",-5.6843418860808e-14,"change_in_emissions",-5.6843418860808e-14
"609","brazil",8,3023,"emission_co2e_subsector_total_*",6.25277607468888e-13,"change_in_emissions",6.25277607468888e-13
"610","chile",8,3023,"emission_co2e_subsector_total_*",5.36459765498876e-13,"change_in_emissions",5.36459765498876e-13
"611","ecuador",8,3023,"emission_co2e_subsector_total_*",1.06581410364015e-14,"change_in_emissions",1.06581410364015e-14
"612","mexico",8,3023,"emission_co2e_subsector_total_*",-0.0376672388760255,"change_in_emissions",-0.0376672388760255
"613","brazil",9,3023,"emission_co2e_subsector_total_*",-1.08002495835535e-12,"change_in_emissions",-1.08002495835535e-12
"614","chile",9,3023,"emission_co2e_subsector_total_*",1.4210854715202e-14,"change_in_emissions",1.4210854715202e-14
"615","ecuador",9,3023,"emission_co2e_subsector_total_*",-5.32907051820075e-14,"change_in_emissions",-5.32907051820075e-14
"616","mexico",9,3023,"emission_co2e_subsector_total_*",-0.0357849841408324,"change_in_emissions",-0.0357849841408324
"617","brazil",10,3023,"emission_co2e_subsector_total_*",-8.5265128291212e-14,"change_in_emissions",-8.5265128291212e-14
"618","chile",10,3023,"emission_co2e_subsector_total_*",-3.90798504668055e-13,"change_in_emissions",-3.90798504668055e-13
"619","ecuador",10,3023,"emission_co2e_subsector_total_*",0,"change_in_emissions",0
"620","mexico",10,3023,"emission_co2e_subsector_total_*",0,"change_in_emissions",0
"621","brazil",11,3023,"emission_co2e_subsector_total_*",-4.71070213655765,"change_in_emissions",-4.71070213655765
"622","chile",11,3023,"emission_co2e_subsector_total_*",-0.765035624036501,"change_in_emissions",-0.765035624036501
"623","ecuador",11,3023,"emission_co2e_subsector_total_*",-0.595531701717945,"change_in_emissions",-0.595531701717945
"624","mexico",11,3023,"emission_co2e_subsector_total_*",-3.66102529682783,"change_in_emissions",-3.66102529682783
"625","brazil",12,3023,"emission_co2e_subsector_total_*",-9.53832347509117,"change_in_emissions",-9.53832347509117
"626","chile",12,3023,"emission_co2e_subsector_total_*",-1.54005252018713,"change_in_emissions",-1.54005252018713
"627","ecuador",12,3023,"emission_co2e_subsector_total_*",-1.22042098159198,"change_in_emissions",-1.22042098159198
"628","mexico",12,3023,"emission_co2e_subsector_total_*",-7.45297176771751,"change_in_emissions",-7.45297176771751
"629","brazil",13,3023,"emission_co2e_subsector_total_*",-14.4814567678369,"change_in_emissions",-14.4814567678369
"630","chile",13,3023,"emission_co2e_subsector_total_*",-2.36107776167987,"change_in_emissions",-2.36107776167987
"631","ecuador",13,3023,"emission_co2e_subsector_total_*",-1.8754267405142,"change_in_emissions",-1.8754267405142
"632","mexico",13,3023,"emission_co2e_subsector_total_*",-11.3793849788772,"change_in_emissions",-11.3793849788772
"633","brazil",14,3023,"emission_co2e_subsector_total_*",-19.5388758485419,"change_in_emissions",-19.5388758485419
"634","chile",14,3023,"emission_co2e_subsector_total_*",-3.21722607026269,"change_in_emissions",-3.21722607026269
"635","ecuador",14,3023,"emission_co2e_subsector_total_*",-2.56127593545211,"change_in_emissions",-2.56127593545211
"636","mexico",14,3023,"emission_co2e_subsector_total_*",-15.4436575338306,"change_in_emissions",-15.4436575338306
"637","brazil",15,3023,"emission_co2e_subsector_total_*",-24.709506868303,"change_in_emissions",-24.709506868303
"638","chile",15,3023,"emission_co2e_subsector_total_*",-4.21141554536638,"change_in_emissions",-4.21141554536638
"639","ecuador",15,3023,"emission_co2e_subsector_total_*",-3.27866908028935,"change_in_emissions",-3.27866908028935
"640","mexico",15,3023,"emission_co2e_subsector_total_*",-19.6490504786416,"change_in_emissions",-19.6490504786416
"641","brazil",16,3023,"emission_co2e_subsector_total_*",-29.8754917579306,"change_in_emissions",-29.8754917579306
"642","chile",16,3023,"emission_co2e_subsector_total_*",-5.26530100297718,"change_in_emissions",-5.26530100297718
"643","ecuador",16,3023,"emission_co2e_subsector_total_*",-4.03798268938123,"change_in_emissions",-4.03798268938123
"644","mexico",16,3023,"emission_co2e_subsector_total_*",-24.0210720843722,"change_in_emissions",-24.0210720843722
"645","brazil",17,3023,"emission_co2e_subsector_total_*",-35.3530653449295,"change_in_emissions",-35.3530653449295
"646","chile",17,3023,"emission_co2e_subsector_total_*",-6.2718100315152,"change_in_emissions",-6.2718100315152
"647","ecuador",17,3023,"emission_co2e_subsector_total_*",-4.8335433246638,"change_in_emissions",-4.8335433246638
"648","mexico",17,3023,"emission_co2e_subsector_total_*",-28.549107103846,"change_in_emissions",-28.549107103846
"649","brazil",18,3023,"emission_co2e_subsector_total_*",-40.9400800151725,"change_in_emissions",-40.9400800151725
"650","chile",18,3023,"emission_co2e_subsector_total_*",-7.31733710343861,"change_in_emissions",-7.31733710343861
"651","ecuador",18,3023,"emission_co2e_subsector_total_*",-5.66606928008847,"change_in_emissions",-5.66606928008847
"652","mexico",18,3023,"emission_co2e_subsector_total_*",-33.2366311098864,"change_in_emissions",-33.2366311098864
"653","brazil",19,3023,"emission_co2e_subsector_total_*",-46.3507156509335,"change_in_emissions",-46.3507156509335
"654","chile",19,3023,"emission_co2e_subsector_total_*",-8.40266364413852,"change_in_emissions",-8.40266364413852
"655","ecuador",19,3023,"emission_co2e_subsector_total_*",-6.5362755349619,"change_in_emissions",-6.5362755349619
"656","mexico",19,3023,"emission_co2e_subsector_total_*",-38.0873277329946,"change_in_emissions",-38.0873277329946
"657","brazil",20,3023,"emission_co2e_subsector_total_*",-51.6655914521548,"change_in_emissions",-51.6655914521548
"658","chile",20,3023,"emission_co2e_subsector_total_*",-9.52856484242557,"change_in_emissions",-9.52856484242557
"659","ecuador",20,3023,"emission_co2e_subsector_total_*",-7.4448749247485,"change_in_emissions",-7.4448749247485
"660","mexico",20,3023,"emission_co2e_subsector_total_*",-43.0949461922058,"change_in_emissions",-43.0949461922058
"661","brazil",21,3023,"emission_co2e_subsector_total_*",-57.2681633559756,"change_in_emissions",-57.2681633559756
"662","chile",21,3023,"emission_co2e_subsector_total_*",-10.7054638549828,"change_in_emissions",-10.7054638549828
"663","ecuador",21,3023,"emission_co2e_subsector_total_*",-8.42577209810707,"change_in_emissions",-8.42577209810707
"664","mexico",21,3023,"emission_co2e_subsector_total_*",-48.325586351306,"change_in_emissions",-48.325586351306
"665","brazil",22,3023,"emission_co2e_subsector_total_*",-62.9902545236181,"change_in_emissions",-62.9902545236181
"666","chile",22,3023,"emission_co2e_subsector_total_*",-11.9265758233768,"change_in_emissions",-11.9265758233768
"667","ecuador",22,3023,"emission_co2e_subsector_total_*",-9.45294579673565,"change_in_emissions",-9.45294579673565
"668","mexico",22,3023,"emission_co2e_subsector_total_*",-53.7398023276048,"change_in_emissions",-53.7398023276048
"669","brazil",23,3023,"emission_co2e_subsector_total_*",-68.7228869152925,"change_in_emissions",-68.7228869152925
"670","chile",23,3023,"emission_co2e_subsector_total_*",-13.1927637168757,"change_in_emissions",-13.1927637168757
"671","ecuador",23,3023,"emission_co2e_subsector_total_*",-10.527268932543,"change_in_emissions",-10.527268932543
"672","mexico",23,3023,"emission_co2e_subsector_total_*",-59.3342763008131,"change_in_emissions",-59.3342763008131
"673","brazil",24,3023,"emission_co2e_subsector_total_*",-74.625826371953,"change_in_emissions",-74.625826371953
"674","chile",24,3023,"emission_co2e_subsector_total_*",-14.504898964794,"change_in_emissions",-14.504898964794
"675","ecuador",24,3023,"emission_co2e_subsector_total_*",-11.6496350374593,"change_in_emissions",-11.6496350374593
"676","mexico",24,3023,"emission_co2e_subsector_total_*",-65.1292685096051,"change_in_emissions",-65.1292685096051
"677","brazil",25,3023,"emission_co2e_subsector_total_*",-80.6757455887855,"change_in_emissions",-80.6757455887855
"678","chile",25,3023,"emission_co2e_subsector_total_*",-15.8638602424967,"change_in_emissions",-15.8638602424967
"679","ecuador",25,3023,"emission_co2e_subsector_total_*",-12.8209554642949,"change_in_emissions",-12.8209554642949
"680","mexico",25,3023,"emission_co2e_subsector_total_*",-71.1192886052751,"change_in_emissions",-71.1192886052751
"681","brazil",26,3023,"emission_co2e_subsector_total_*",-86.9031387211749,"change_in_emissions",-86.9031387211749
"682","chile",26,3023,"emission_co2e_subsector_total_*",-17.2875307027799,"change_in_emissions",-17.2875307027799
"683","ecuador",26,3023,"emission_co2e_subsector_total_*",-14.094937716233,"change_in_emissions",-14.094937716233
"684","mexico",26,3023,"emission_co2e_subsector_total_*",-77.4258222788715,"change_in_emissions",-77.4258222788715
"685","brazil",27,3023,"emission_co2e_subsector_total_*",-93.294805142724,"change_in_emissions",-93.294805142724
"686","chile",27,3023,"emission_co2e_subsector_total_*",-18.762481303759,"change_in_emissions",-18.762481303759
"687","ecuador",27,3023,"emission_co2e_subsector_total_*",-12.333531694937,"change_in_emissions",-12.333531694937
"688","mexico",27,3023,"emission_co2e_subsector_total_*",-84.5582530491731,"change_in_emissions",-84.5582530491731
"689","brazil",28,3023,"emission_co2e_subsector_total_*",-99.7966566358596,"change_in_emissions",-99.7966566358596
"690","chile",28,3023,"emission_co2e_subsector_total_*",-20.2897472350918,"change_in_emissions",-20.2897472350918
"691","ecuador",28,3023,"emission_co2e_subsector_total_*",-13.9082311819168,"change_in_emissions",-13.9082311819168
"692","mexico",28,3023,"emission_co2e_subsector_total_*",-91.3684201881982,"change_in_emissions",-91.3684201881982
"693","brazil",29,3023,"emission_co2e_subsector_total_*",-106.424595714371,"change_in_emissions",-106.424595714371
"694","chile",29,3023,"emission_co2e_subsector_total_*",-21.8703837832768,"change_in_emissions",-21.8703837832768
"695","ecuador",29,3023,"emission_co2e_subsector_total_*",-17.6329140548924,"change_in_emissions",-17.6329140548924
"696","mexico",29,3023,"emission_co2e_subsector_total_*",-98.408461430679,"change_in_emissions",-98.408461430679
"697","brazil",30,3023,"emission_co2e_subsector_total_*",-113.165928886256,"change_in_emissions",-113.165928886256
"698","chile",30,3023,"emission_co2e_subsector_total_*",-23.5054717964142,"change_in_emissions",-23.5054717964142
"699","ecuador",30,3023,"emission_co2e_subsector_total_*",-19.1120147510123,"change_in_emissions",-19.1120147510123
"700","mexico",30,3023,"emission_co2e_subsector_total_*",-105.689042853962,"change_in_emissions",-105.689042853962
"701","brazil",31,3023,"emission_co2e_subsector_total_*",-119.971814785037,"change_in_emissions",-119.971814785037
"702","chile",31,3023,"emission_co2e_subsector_total_*",-25.1941978197286,"change_in_emissions",-25.1941978197286
"703","ecuador",31,3023,"emission_co2e_subsector_total_*",-20.7295401973323,"change_in_emissions",-20.7295401973323
"704","mexico",31,3023,"emission_co2e_subsector_total_*",-113.451793481517,"change_in_emissions",-113.451793481517
"705","brazil",32,3023,"emission_co2e_subsector_total_*",-126.913214624787,"change_in_emissions",-126.913214624787
"706","chile",32,3023,"emission_co2e_subsector_total_*",-26.939922716779,"change_in_emissions",-26.939922716779
"707","ecuador",32,3023,"emission_co2e_subsector_total_*",-22.4209138912291,"change_in_emissions",-22.4209138912291
"708","mexico",32,3023,"emission_co2e_subsector_total_*",-121.530606257513,"change_in_emissions",-121.530606257513
"709","brazil",33,3023,"emission_co2e_subsector_total_*",-133.992352211636,"change_in_emissions",-133.992352211636
"710","chile",33,3023,"emission_co2e_subsector_total_*",-28.7439086375777,"change_in_emissions",-28.7439086375777
"711","ecuador",33,3023,"emission_co2e_subsector_total_*",-24.1879715907117,"change_in_emissions",-24.1879715907117
"712","mexico",33,3023,"emission_co2e_subsector_total_*",-131.916766181754,"change_in_emissions",-131.916766181754
"713","brazil",34,3023,"emission_co2e_subsector_total_*",-141.211541641641,"change_in_emissions",-141.211541641641
"714","chile",34,3023,"emission_co2e_subsector_total_*",-30.607454947712,"change_in_emissions",-30.607454947712
"715","ecuador",34,3023,"emission_co2e_subsector_total_*",-26.0326299618901,"change_in_emissions",-26.0326299618901
"716","mexico",34,3023,"emission_co2e_subsector_total_*",-142.68515496864,"change_in_emissions",-142.68515496864
"717","brazil",35,3023,"emission_co2e_subsector_total_*",-148.573174865453,"change_in_emissions",-148.573174865453
"718","chile",35,3023,"emission_co2e_subsector_total_*",-32.5319062571852,"change_in_emissions",-32.5319062571852
"719","ecuador",35,3023,"emission_co2e_subsector_total_*",-28.0215838250662,"change_in_emissions",-28.0215838250662
"720","mexico",35,3023,"emission_co2e_subsector_total_*",-151.943367113626,"change_in_emissions",-151.943367113626
"721","brazil",0,3025,"emission_co2e_subsector_total_*",2.8421709430404e-14,"change_in_emissions",2.8421709430404e-14
"722","chile",0,3025,"emission_co2e_subsector_total_*",-7.35411731511704e-13,"change_in_emissions",-7.35411731511704e-13
"723","ecuador",0,3025,"emission_co2e_subsector_total_*",-2.48689957516035e-14,"change_in_emissions",-2.48689957516035e-14
"724","mexico",0,3025,"emission_co2e_subsector_total_*",-2.27373675443232e-13,"change_in_emissions",-2.27373675443232e-13
"725","brazil",1,3025,"emission_co2e_subsector_total_*",0,"change_in_emissions",0
"726","chile",1,3025,"emission_co2e_subsector_total_*",-4.05009359383257e-13,"change_in_emissions",-4.05009359383257e-13
"727","ecuador",1,3025,"emission_co2e_subsector_total_*",4.2632564145606e-14,"change_in_emissions",4.2632564145606e-14
"728","mexico",1,3025,"emission_co2e_subsector_total_*",-4.83169060316868e-13,"change_in_emissions",-4.83169060316868e-13
"729","brazil",2,3025,"emission_co2e_subsector_total_*",-1.03028696685215e-13,"change_in_emissions",-1.03028696685215e-13
"730","chile",2,3025,"emission_co2e_subsector_total_*",1.95399252334028e-13,"change_in_emissions",1.95399252334028e-13
"731","ecuador",2,3025,"emission_co2e_subsector_total_*",8.88178419700125e-14,"change_in_emissions",8.88178419700125e-14
"732","mexico",2,3025,"emission_co2e_subsector_total_*",-1.13686837721616e-13,"change_in_emissions",-1.13686837721616e-13
"733","brazil",3,3025,"emission_co2e_subsector_total_*",-1.13686837721616e-13,"change_in_emissions",-1.13686837721616e-13
"734","chile",3,3025,"emission_co2e_subsector_total_*",-4.2632564145606e-13,"change_in_emissions",-4.2632564145606e-13
"735","ecuador",3,3025,"emission_co2e_subsector_total_*",1.77635683940025e-15,"change_in_emissions",1.77635683940025e-15
"736","mexico",3,3025,"emission_co2e_subsector_total_*",8.5265128291212e-14,"change_in_emissions",8.5265128291212e-14
"737","brazil",4,3025,"emission_co2e_subsector_total_*",-1.13686837721616e-13,"change_in_emissions",-1.13686837721616e-13
"738","chile",4,3025,"emission_co2e_subsector_total_*",-2.48689957516035e-14,"change_in_emissions",-2.48689957516035e-14
"739","ecuador",4,3025,"emission_co2e_subsector_total_*",-2.48689957516035e-14,"change_in_emissions",-2.48689957516035e-14
"740","mexico",4,3025,"emission_co2e_subsector_total_*",3.12638803734444e-13,"change_in_emissions",3.12638803734444e-13
"741","brazil",5,3025,"emission_co2e_subsector_total_*",5.6843418860808e-14,"change_in_emissions",5.6843418860808e-14
"742","chile",5,3025,"emission_co2e_subsector_total_*",2.1316282072803e-14,"change_in_emissions",2.1316282072803e-14
"743","ecuador",5,3025,"emission_co2e_subsector_total_*",1.06581410364015e-14,"change_in_emissions",1.06581410364015e-14
"744","mexico",5,3025,"emission_co2e_subsector_total_*",-3.97903932025656e-13,"change_in_emissions",-3.97903932025656e-13
"745","brazil",6,3025,"emission_co2e_subsector_total_*",-1.13686837721616e-13,"change_in_emissions",-1.13686837721616e-13
"746","chile",6,3025,"emission_co2e_subsector_total_*",1.77635683940025e-14,"change_in_emissions",1.77635683940025e-14
"747","ecuador",6,3025,"emission_co2e_subsector_total_*",-1.77635683940025e-15,"change_in_emissions",-1.77635683940025e-15
"748","mexico",6,3025,"emission_co2e_subsector_total_*",-8.5265128291212e-14,"change_in_emissions",-8.5265128291212e-14
"749","brazil",7,3025,"emission_co2e_subsector_total_*",-4.2632564145606e-14,"change_in_emissions",-4.2632564145606e-14
"750","chile",7,3025,"emission_co2e_subsector_total_*",-9.87654402706539e-13,"change_in_emissions",-9.87654402706539e-13
"751","ecuador",7,3025,"emission_co2e_subsector_total_*",1.4210854715202e-14,"change_in_emissions",1.4210854715202e-14
"752","mexico",7,3025,"emission_co2e_subsector_total_*",0,"change_in_emissions",0
"753","brazil",8,3025,"emission_co2e_subsector_total_*",3.69482222595252e-13,"change_in_emissions",3.69482222595252e-13
"754","chile",8,3025,"emission_co2e_subsector_total_*",6.21724893790088e-13,"change_in_emissions",6.21724893790088e-13
"755","ecuador",8,3025,"emission_co2e_subsector_total_*",-7.105427357601e-15,"change_in_emissions",-7.105427357601e-15
"756","mexico",8,3025,"emission_co2e_subsector_total_*",-0.0376672388763666,"change_in_emissions",-0.0376672388763666
"757","brazil",9,3025,"emission_co2e_subsector_total_*",-1.02318153949454e-12,"change_in_emissions",-1.02318153949454e-12
"758","chile",9,3025,"emission_co2e_subsector_total_*",6.75015598972095e-14,"change_in_emissions",6.75015598972095e-14
"759","ecuador",9,3025,"emission_co2e_subsector_total_*",-1.84741111297626e-13,"change_in_emissions",-1.84741111297626e-13
"760","mexico",9,3025,"emission_co2e_subsector_total_*",-0.0357849841413156,"change_in_emissions",-0.0357849841413156
"761","brazil",10,3025,"emission_co2e_subsector_total_*",-2.8421709430404e-14,"change_in_emissions",-2.8421709430404e-14
"762","chile",10,3025,"emission_co2e_subsector_total_*",-4.68958205601666e-13,"change_in_emissions",-4.68958205601666e-13
"763","ecuador",10,3025,"emission_co2e_subsector_total_*",3.5527136788005e-15,"change_in_emissions",3.5527136788005e-15
"764","mexico",10,3025,"emission_co2e_subsector_total_*",-3.41060513164848e-13,"change_in_emissions",-3.41060513164848e-13
"765","brazil",11,3025,"emission_co2e_subsector_total_*",-4.07460993707593,"change_in_emissions",-4.07460993707593
"766","chile",11,3025,"emission_co2e_subsector_total_*",-0.683391785376656,"change_in_emissions",-0.683391785376656
"767","ecuador",11,3025,"emission_co2e_subsector_total_*",-0.528148238035921,"change_in_emissions",-0.528148238035921
"768","mexico",11,3025,"emission_co2e_subsector_total_*",-3.31798796772816,"change_in_emissions",-3.31798796772816
"769","brazil",12,3025,"emission_co2e_subsector_total_*",-8.26493921362189,"change_in_emissions",-8.26493921362189
"770","chile",12,3025,"emission_co2e_subsector_total_*",-1.3753219248642,"change_in_emissions",-1.3753219248642
"771","ecuador",12,3025,"emission_co2e_subsector_total_*",-1.08576043894787,"change_in_emissions",-1.08576043894787
"772","mexico",12,3025,"emission_co2e_subsector_total_*",-6.76329144007289,"change_in_emissions",-6.76329144007289
"773","brazil",13,3025,"emission_co2e_subsector_total_*",-12.5688040158176,"change_in_emissions",-12.5688040158176
"774","chile",13,3025,"emission_co2e_subsector_total_*",-2.11170343314478,"change_in_emissions",-2.11170343314478
"775","ecuador",13,3025,"emission_co2e_subsector_total_*",-1.67340153370895,"change_in_emissions",-1.67340153370895
"776","mexico",13,3025,"emission_co2e_subsector_total_*",-10.3391015602369,"change_in_emissions",-10.3391015602369
"777","brazil",14,3025,"emission_co2e_subsector_total_*",-16.9843037976692,"change_in_emissions",-16.9843037976692
"778","chile",14,3025,"emission_co2e_subsector_total_*",-2.88154902444573,"change_in_emissions",-2.88154902444573
"779","ecuador",14,3025,"emission_co2e_subsector_total_*",-2.29162817533633,"change_in_emissions",-2.29162817533633
"780","mexico",14,3025,"emission_co2e_subsector_total_*",-14.0485011089034,"change_in_emissions",-14.0485011089034
"781","brazil",15,3025,"emission_co2e_subsector_total_*",-21.5097836698668,"change_in_emissions",-21.5097836698668
"782","chile",15,3025,"emission_co2e_subsector_total_*",-3.83125932630222,"change_in_emissions",-3.83125932630222
"783","ecuador",15,3025,"emission_co2e_subsector_total_*",-2.94099029168391,"change_in_emissions",-2.94099029168391
"784","mexico",15,3025,"emission_co2e_subsector_total_*",-17.8944820957262,"change_in_emissions",-17.8944820957262
"785","brazil",16,3025,"emission_co2e_subsector_total_*",-26.030825242911,"change_in_emissions",-26.030825242911
"786","chile",16,3025,"emission_co2e_subsector_total_*",-4.80475581860417,"change_in_emissions",-4.80475581860417
"787","ecuador",16,3025,"emission_co2e_subsector_total_*",-3.6301531340995,"change_in_emissions",-3.6301531340995
"788","mexico",16,3025,"emission_co2e_subsector_total_*",-21.9005449490862,"change_in_emissions",-21.9005449490862
"789","brazil",17,3025,"emission_co2e_subsector_total_*",-30.8604644667216,"change_in_emissions",-30.8604644667216
"790","chile",17,3025,"emission_co2e_subsector_total_*",-5.72921575612399,"change_in_emissions",-5.72921575612399
"791","ecuador",17,3025,"emission_co2e_subsector_total_*",-4.35440051994919,"change_in_emissions",-4.35440051994919
"792","mexico",17,3025,"emission_co2e_subsector_total_*",-26.0568403532616,"change_in_emissions",-26.0568403532616
"793","brazil",18,3025,"emission_co2e_subsector_total_*",-35.7961420979316,"change_in_emissions",-35.7961420979316
"794","chile",18,3025,"emission_co2e_subsector_total_*",-6.69095975724715,"change_in_emissions",-6.69095975724715
"795","ecuador",18,3025,"emission_co2e_subsector_total_*",-5.11434647987644,"change_in_emissions",-5.11434647987644
"796","mexico",18,3025,"emission_co2e_subsector_total_*",-30.3665915795472,"change_in_emissions",-30.3665915795472
"797","brazil",19,3025,"emission_co2e_subsector_total_*",-40.5516957898284,"change_in_emissions",-40.5516957898284
"798","chile",19,3025,"emission_co2e_subsector_total_*",-7.6907020569795,"change_in_emissions",-7.6907020569795
"799","ecuador",19,3025,"emission_co2e_subsector_total_*",-5.91060911663693,"change_in_emissions",-5.91060911663693
"800","mexico",19,3025,"emission_co2e_subsector_total_*",-34.8332629170501,"change_in_emissions",-34.8332629170501
"801","brazil",20,3025,"emission_co2e_subsector_total_*",-45.2074687607059,"change_in_emissions",-45.2074687607059
"802","chile",20,3025,"emission_co2e_subsector_total_*",-8.72915677147657,"change_in_emissions",-8.72915677147657
"803","ecuador",20,3025,"emission_co2e_subsector_total_*",-6.74381081566351,"change_in_emissions",-6.74381081566351
"804","mexico",20,3025,"emission_co2e_subsector_total_*",-39.4508930262881,"change_in_emissions",-39.4508930262881
"805","brazil",21,3025,"emission_co2e_subsector_total_*",-50.1442283336218,"change_in_emissions",-50.1442283336218
"806","chile",21,3025,"emission_co2e_subsector_total_*",-9.81565589117474,"change_in_emissions",-9.81565589117474
"807","ecuador",21,3025,"emission_co2e_subsector_total_*",-7.64273547621965,"change_in_emissions",-7.64273547621965
"808","mexico",21,3025,"emission_co2e_subsector_total_*",-44.2793649840273,"change_in_emissions",-44.2793649840273
"809","brazil",22,3025,"emission_co2e_subsector_total_*",-55.1952089501081,"change_in_emissions",-55.1952089501081
"810","chile",22,3025,"emission_co2e_subsector_total_*",-10.9441370350075,"change_in_emissions",-10.9441370350075
"811","ecuador",22,3025,"emission_co2e_subsector_total_*",-8.58543294881434,"change_in_emissions",-8.58543294881434
"812","mexico",22,3025,"emission_co2e_subsector_total_*",-49.2839765215924,"change_in_emissions",-49.2839765215924
"813","brazil",23,3025,"emission_co2e_subsector_total_*",-60.2512312359314,"change_in_emissions",-60.2512312359314
"814","chile",23,3025,"emission_co2e_subsector_total_*",-12.115399106836,"change_in_emissions",-12.115399106836
"815","ecuador",23,3025,"emission_co2e_subsector_total_*",-9.5726936314622,"change_in_emissions",-9.5726936314622
"816","mexico",23,3025,"emission_co2e_subsector_total_*",-54.4607469537705,"change_in_emissions",-54.4607469537705
"817","brazil",24,3025,"emission_co2e_subsector_total_*",-65.4719194850823,"change_in_emissions",-65.4719194850823
"818","chile",24,3025,"emission_co2e_subsector_total_*",-13.3302542605972,"change_in_emissions",-13.3302542605972
"819","ecuador",24,3025,"emission_co2e_subsector_total_*",-10.6053289954181,"change_in_emissions",-10.6053289954181
"820","mexico",24,3025,"emission_co2e_subsector_total_*",-59.8297782130078,"change_in_emissions",-59.8297782130078
"821","brazil",25,3025,"emission_co2e_subsector_total_*",-70.8338637848589,"change_in_emissions",-70.8338637848589
"822","chile",25,3025,"emission_co2e_subsector_total_*",-14.5895269799357,"change_in_emissions",-14.5895269799357
