"time_period","scalar_lvst_carrying_capacity","TransformationName","pij_lndu_grasslands_to_croplands","pij_lndu_grasslands_to_forests_mangroves","pij_lndu_grasslands_to_forests_primary","pij_lndu_grasslands_to_forests_secondary","pij_lndu_grasslands_to_grasslands","pij_lndu_grasslands_to_other","pij_lndu_grasslands_to_settlements","pij_lndu_grasslands_to_wetlands","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_croplands","Nation"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"dominican_republic"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"dominican_republic"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"dominican_republic"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"dominican_republic"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"dominican_republic"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"dominican_republic"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"dominican_republic"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"dominican_republic"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"dominican_republic"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"dominican_republic"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"dominican_republic"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"dominican_republic"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"dominican_republic"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"dominican_republic"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"dominican_republic"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"dominican_republic"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"dominican_republic"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"ecuador"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"ecuador"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"ecuador"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"ecuador"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"ecuador"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"ecuador"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"ecuador"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"ecuador"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"ecuador"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"ecuador"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"ecuador"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"ecuador"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"ecuador"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"ecuador"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"ecuador"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"ecuador"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"ecuador"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"ecuador"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"ecuador"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"ecuador"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"ecuador"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"ecuador"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"ecuador"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"ecuador"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"ecuador"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"ecuador"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"ecuador"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"ecuador"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"el_salvador"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"el_salvador"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"el_salvador"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"el_salvador"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"el_salvador"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"el_salvador"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"el_salvador"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"el_salvador"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"el_salvador"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"el_salvador"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"el_salvador"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"el_salvador"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"el_salvador"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"el_salvador"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"el_salvador"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"el_salvador"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"el_salvador"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"el_salvador"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"el_salvador"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"el_salvador"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"el_salvador"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"el_salvador"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"el_salvador"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"el_salvador"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"el_salvador"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"el_salvador"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"el_salvador"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"el_salvador"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"guatemala"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"guatemala"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"guatemala"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"guatemala"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"guatemala"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"guatemala"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"guatemala"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"guatemala"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"guatemala"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"guatemala"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"guatemala"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"guatemala"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"guatemala"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"guatemala"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"guatemala"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"guatemala"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"guatemala"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"guatemala"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"guatemala"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"guatemala"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"guatemala"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"guatemala"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"guatemala"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"guatemala"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"guatemala"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"guatemala"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"guatemala"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"guatemala"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"guyana"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"guyana"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"guyana"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"guyana"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"guyana"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"guyana"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"guyana"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"guyana"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"guyana"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"guyana"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"guyana"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"guyana"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"guyana"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"guyana"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"guyana"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"guyana"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"guyana"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"guyana"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"guyana"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"guyana"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"guyana"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"guyana"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"guyana"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"guyana"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"guyana"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"guyana"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"guyana"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"guyana"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"haiti"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
