"time_period","pij_lndu_croplands_to_croplands","pij_lndu_croplands_to_forests_secondary","TransformationName","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","pij_lndu_croplands_to_grasslands","Nation"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"costa_rica"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"costa_rica"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"costa_rica"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"costa_rica"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"costa_rica"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"costa_rica"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"costa_rica"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"costa_rica"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"costa_rica"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"dominican_republic"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"dominican_republic"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"dominican_republic"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"dominican_republic"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"dominican_republic"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"dominican_republic"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"dominican_republic"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"dominican_republic"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"dominican_republic"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"dominican_republic"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"dominican_republic"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"dominican_republic"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"dominican_republic"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"dominican_republic"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"dominican_republic"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"dominican_republic"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"dominican_republic"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"dominican_republic"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"dominican_republic"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"dominican_republic"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"dominican_republic"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"dominican_republic"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"dominican_republic"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"dominican_republic"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"dominican_republic"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"dominican_republic"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"dominican_republic"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"dominican_republic"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"ecuador"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"ecuador"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"ecuador"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"ecuador"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"ecuador"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"ecuador"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"ecuador"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"ecuador"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"ecuador"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"ecuador"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"ecuador"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"ecuador"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"ecuador"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"ecuador"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"ecuador"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"ecuador"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"ecuador"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"ecuador"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"ecuador"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"ecuador"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"ecuador"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"ecuador"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"ecuador"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"ecuador"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"ecuador"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"ecuador"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"ecuador"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"ecuador"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"el_salvador"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"el_salvador"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"el_salvador"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"el_salvador"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"el_salvador"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"el_salvador"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"el_salvador"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"el_salvador"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"el_salvador"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"el_salvador"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"el_salvador"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"el_salvador"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"el_salvador"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"el_salvador"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"el_salvador"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"el_salvador"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"el_salvador"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"el_salvador"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"el_salvador"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"el_salvador"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"el_salvador"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"el_salvador"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"el_salvador"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"el_salvador"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"el_salvador"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"el_salvador"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"el_salvador"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"el_salvador"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"guatemala"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"guatemala"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"guatemala"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"guatemala"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"guatemala"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"guatemala"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"guatemala"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"guatemala"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"guatemala"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"guatemala"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"guatemala"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"guatemala"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"guatemala"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"guatemala"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"guatemala"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"guatemala"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"guatemala"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"guatemala"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"guatemala"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"guatemala"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"guatemala"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"guatemala"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"guatemala"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"guatemala"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"guatemala"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"guatemala"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"guatemala"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"guatemala"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
